Product No.,Description,CAS,Package Size,Price (Euro),USP Traceability
PHR3422,Aprepitant,170729-80-3,300 mg,EUR 246,1041904
PHR3423,Artemether,71963-77-4,200 mg,EUR 191,1042780
PHR3424,Brinzolamide,138890-62-7,400 mg,EUR 156,
PHR3426,Metaraminol Bitartrate,33402-03-8,500 mg,EUR 195,1396003
PHR3427,Tranylcypromine Sulfate,13492-01-8,250 mg,EUR 198,1672905
PHR3428,Travoprost Related Compound A,54276-17-4,, ,
PHR3429,Vigabatrin,68506-86-5,400 mg,EUR 269,1712001
PHR3432,Molindone Hydrochloride,15622-65-8, ,EUR 151,1445459
PHR3433,Daunorubicin Hydrochloride,23541-50-6, ,EUR 236,1164700
PHR3434,Bisdesmethoxycurcumin,33171-05-0,50 mg,EUR 191,1075305
PHR3435,Glycyl-L-tyrosine dihydrate,39630-46-1,400 mg,EUR 163,1295877
PHR3440,Enalaprilat,84680-54-6, ,EUR 453,1235274
PHR3441,Ractopamine Hydrochloride,90274-24-1, ,EUR 165,1598100
PHR3444,Entacapone Related Compound A,145195-63-7,, ,1235944
PHR3445,Entecavir Monohydrate,209216-23-9,500 mg,EUR 294,1235966
PHR3447,Stavudine,3056-17-5, ,EUR 151,1620209
PHR3451,Acyclovir Related Compound A,102728-64-3,100 mg,EUR 437,1012076
PHR3452,Acyclovir Related Compound F,110104-37-5,100 mg,EUR 312,
PHR3453,Acyclovir Related Compound G,75128-73-3,100 mg,EUR 437,1012087
PHR3454,Albuterol,18559-94-9, ,EUR 170,1012600
PHR3455,Antazoline Phosphate,154-68-7,500 mg,EUR 195,1038003
PHR3457,Levalbuterol hydrochloride,50293-90-8,500 mg,EUR 278,1358784
PHR3460,Atomoxetine Related Compound C,873310-31-7,40 mg,EUR 599,1044491
PHR3466,Amrinone,60719-84-8, ,EUR 236,1034308
PHR3467,Amrinone Related Compound C / Inamrinone Related Compound C,62749-26-2,100 mg,EUR 653,1034363
PHR3468,Amrinone Related Compound A,62749-46-6,200 mg,EUR 565,1034320
PHR3469,Amrinone Related Compound B,,200 mg,EUR 971,
PHR3472,Azacitidine Related Compound B,6974-32-9,30 mg,EUR 437,1045541
PHR3473,Azacitidine Related Compound A,931-86-2,50 mg,EUR 546,1045539
PHR3474,Betamethasone Valerate Related Compound A,2240-28-0,100 mg,EUR 653,1069018
PHR3475,Betamethasone Dipropionate Related Compound B,5534-13-4,50 mg,EUR 708,
PHR3476,Betamethasone Dipropionate Related Compound C,75883-07-7,50 mg,EUR 653,
PHR3479,Brimonidine Related Compound E,168329-48-4,30 mg,EUR 489,
PHR3480,Brimonidine Related Compound A,50358-63-9,100 mg,EUR 312,
PHR3481,Brimonidine Related Compound B,842138-74-3,100 mg,EUR 401,
PHR3482,Bupropion Related Compound G,34911-51-8,100 mg,EUR 382,1078857
PHR3483,Buspirone Related Compound L,21098-11-3,50 mg,EUR 566,
PHR3484,Celecoxib Related Compound D,1061214-06-9,50 mg,EUR 267,
PHR3485,Celecoxib Related Compound C,170570-09-9,50 mg,EUR 534,
PHR3488,Clenbuterol hydrochloride,21898-19-1,200 mg,EUR 236,1134674
PHR3489,Clenbuterol Related Compound B,37148-49-5,30 mg,EUR 437,1134696
PHR3490,Fluorometholone Acetate,3801-06-7,400 mg,EUR 217,1278109
PHR3507,"3,5-Di-tert-butyl-4-hydroxybenzyl alcohol",88-26-6,, ,
PHR3508,"Isomaltotriose, DP3",3371-50-4,100 mg,EUR 248,
PHR3510,Lauryl gallate,1166-52-5,500 mg,EUR 248,0000365
PHR3514,Almotriptan Related Compound D,603137-43-5,50 mg,EUR 818,1013567
PHR3515,Almotriptan Related Compound A,1018676-02-2,50 mg,EUR 635,
PHR3517,Benztropine Related Compound A,25471-67-4,100 mg,EUR 684,
PHR3518,Levofloxacin Related Compound F,117620-85-6,, ,1362169
PHR3519,Squalene,111-02-4,1 g,EUR 347,
PHR3520,"COCONUT OIL, 1000MG, NEAT",,1 g,EUR 136,
PHR3523,"Acetaldehyde-2,4-DNPH",1019-57-4,100 mg,EUR 120,
PHR3524,Indole,120-72-9,1 g,EUR 148,1340086
PHR3525,Racemic-B-Tocopherol Solution,148-03-8,1 mL,EUR 300,
PHR3526,Ribitol,,500 mg,EUR 195,
PHR3527,D-(+)-Arabitol,488-82-4,, ,
PHR3530,Arachidic acid,506-30-9,5 g,EUR 244,
PHR3533,Methyl Hexanoate,106-70-7,1 g,EUR 224,1672905
PHR3534,Methyl Octanoate,111-11-5,1 g,EUR 224,1424255
PHR3535,Methyl Caprate,110-42-9,1 g,EUR 224,1424233
PHR3537,Methyl Myristate,124-10-7,1 g,EUR 224,1431501
PHR3538,Methyl Palmitate,112-39-0,1 g,EUR 248,1431603
PHR3539,Methyl Arachidate,1120-28-1,1 g,EUR 277,
PHR3540,Methyl Behenate,929-77-1,1 g,EUR 248,
PHR3541,Methyl Tetracosanoate,2442-49-1,100 mg,EUR 148,
PHR3542,2-Phenylbutyric Acid,90-27-7,1 g,EUR 124,
PHR3543,Nonanal,124-19-6,, ,
PHR3544,Torsemide Related Compound E,72810-61-8,50 mg,EUR 648,1672359
PHR3545,Anagrelide Related Compound A,85325-12-8,50 mg,EUR 599,1034749
PHR3547,Anagrelide Related Compound C,70381-75-8,50 mg,EUR 586,1034771
PHR3548,Bisacodyl Related Compound B,16985-05-0,50 mg,EUR 586,1074042
PHR3550,Torsemide Related Compound B,160972-33-8,100 mg,EUR 540,1672326
PHR3553,Valacyclovir Related Compound E,124832-31-1,50 mg,EUR 586,
PHR3554,Valacyclovir Related Compound C,1346617-39-7,40 mg,EUR 684,
PHR3556,Diazepam Related Compound B,5220-02-0,50 mg,EUR 437,1023403
PHR3557,Dicyclomine Related Compound A,60263-54-9,80 mg,EUR 635,
PHR3559,Formic acid,64-18-6,, ,1283200
PHR3560,Nimodipine Related Compound B,70172-96-2,100 mg,EUR 356,
PHR3561,Miconazole EP impurity F,27220-35-5,100 mg,EUR 534,
PHR3562,Miconazole Related Compound I,24169-00-4,100 mg,EUR 668,
PHR3564,Clidinium Bromide Related Compound A,,400 mg,EUR 653,
PHR3565,Desvenlafaxine Related Compound A,1346600-38-1,50 mg,EUR 708,
PHR3566,Propafenone Related Compound A,,50 mg,EUR 546,
PHR3571,Meclizine Hydrochloride,31884-77-2,1 g,EUR 179,1377009
PHR3573,Dalfampridine Related Compound C,39642-87-0,50 mg,EUR 437,1162567
PHR3574,Trazodone Related Compound C,25332-39-2,50 mg,EUR 586,
PHR3575,Methylene Simvastatin,1449248-72-9,50 mg,EUR 534,
PHR3576,Methylphenidate Related Compound A,19395-40-5,100 mg,EUR 653,1434022
PHR3577,Tiamulin Related Compound A,31716-01-5,100 mg,EUR 489,
PHR3578,Trimipramine Related Compound A,315-69-5,50 mg,EUR 392,1692710
PHR3579,Cefadroxil,66592-87-8,400 mg,EUR 195,1097104
PHR3580,Escitalopram Related Compound A,128173-53-5, ,EUR 472,1249417
PHR3583,Cidofovir Related Compound A Hydrochloride,1312776-50-3,50 mg,EUR 437,
PHR3589,Dihydroergotamine Mesylate,6190-39-2,500 mg,EUR 142,1202005
PHR3592,Flavoxate Related Compound C,35888-94-9,40 mg,EUR 599,1270731
PHR3593,Carbinoxamine Related Compound B,27652-89-7,50 mg,EUR 546,
PHR3594,Glyburide Related Compound B,21165-77-5,50 mg,EUR 586,1295527
PHR3597,Amoxapine Related Compound G,,100 mg,EUR 684,
PHR3600,Torsemide Related Compound C,58155-35-4,50 mg,EUR 546,1672337
PHR3601,Trandolapril Related Compound D,149881-40-3,50 mg,EUR 586,1672712
PHR3602,Trimethoprim Related Compound B,30806-86-1,50 mg,EUR 653,1692527
PHR3603,Trimethoprim Related Compound A,60729-91-1,50 mg,EUR 546,1692516
PHR3605,Ketorolac Related Compound D,113502-55-9,50 mg,EUR 471,1356348
PHR3606,Moexipril Related Compound A,103775-14-0,50 mg,EUR 635,1445608
PHR3607,N-Nitrosodiisopropylamine (NDIPA),601-77-4,1 mL,EUR 191,1466663
PHR3608,N-Nitrosodibutylamine (NDBA),924-16-3,1 mL,EUR 191,1466641
PHR3609,N-Nitrosoethylisopropylamine (NEIPA / NIPEA),16339-04-1,1 mL,EUR 191,1466685
PHR3610,N-Nitrosomethylaminobutyric Acid (NMBA),61445-55-4,1 mL,EUR 201,1466696
PHR3611,N-Nitrosomethylphenylamine (NMPA),614-00-6,1 mL,EUR 191,1466607
PHR3612,Clotrimazole Impurity B,23593-71-7,50 mg,EUR 534,
PHR3614,Acetyl Simvastatin,145576-25-6,50 mg,EUR 490,1010208
PHR3615,Dronedarone Related Compound C,1278585-68-4,50 mg,EUR 599,
PHR3616,Cidofovir Related Compound B,120362-35-8,50 mg,EUR 391,1133886
PHR3617,Timolol Related Compound B,59697-06-2, ,EUR 613,1667315
PHR3618,Valacyclovir Related Compound F,86150-61-0,50 mg,EUR 586,
PHR3619,Cyclophosphamide Related Compound B,158401-52-6,50 mg,EUR 534,
PHR3622,Levalbuterol Related Compound C Hydrochloride,27566-30-9,50 mg,EUR 566,1358810
PHR3623,Levalbuterol Related Compound E,754926-25-5, ,EUR 472,
PHR3624,Levalbuterol Related Compound F,174607-68-2,50 mg,EUR 684,1358842
PHR3625,Ibuprofen EP Impurity M,60057-62-7,, ,
PHR3626,Clonidine Related Compound A,54707-71-0,50 mg,EUR 595,1140418
PHR3628,Oxcarbazepine Related Compound A,1346601-76-0,50 mg,EUR 586,
PHR3633,Vinpocetine Related Compound A,40163-56-2,50 mg,EUR 445,1714619
PHR3634,Vinpocetine Related Compound B,4880-92-6,50 mg,EUR 684,1714620
PHR3637,Econazole Related Compound C,,50 mg,EUR 489,
PHR3639,Felbamate Related Compound B,6326-19-8,50 mg,EUR 489,1269334
PHR3640,4-[(1RS)-2-(tert-Butylamino)-1-hydroxyethyl]-2-ethylphenol hydrochloride,,50 mg,EUR 762,
PHR3641,Metoprolol Related Compound D,1486464-40-7,50 mg,EUR 445,1441265
PHR3642,Cetirizine Related Compound C,83881-37-2,50 mg,EUR 586,
PHR3643,Vinpocetine Related Compound D,57327-92-1,50 mg,EUR 471,1714652
PHR3646,Ciclopirox Related Compound C,67587-24-0,50 mg,EUR 489,
PHR3651,Calcitriol,32222-06-3,, ,
PHR3652,Clonazepam Related Compound B,2011-66-7,50 mg,EUR 445,
PHR3655,Clozapine,5786-21-0,200 mg,EUR 223,
PHR3665,Indapamide Related Compound A,63968-75-2,100 mg,EUR 732,
PHR3675,Pemetrexed Enantiomer,182009-04-7, ,EUR 519,1
PHR3677,Rabeprazole Related Compound D,117976-47-3,50 mg,EUR 377,1598053
PHR3678,Rosuvastatin Impurity D,503610-43-3,50 mg,EUR 445,
PHR3682,Sildenafil Related Compound A,1391053-95-4,50 mg,EUR 659,
PHR3684,Sulbactam Related Compound E / EP Impurity E,76646-91-8,40 mg,EUR 445,
PHR3685,Sulbactam Related Compound F / EP Impurity F,24158-88-1,40 mg,EUR 267,
PHR3686,Sulfamethoxazole Related Compound B,135529-16-7,40 mg,EUR 566,1631522
PHR3687,Sorafenib Related Compound H,1431697-81-2,50 mg,EUR 712,
PHR3693,Tenofovir Disoproxil Related Compound A,1432630-26-6,50 mg,EUR 565,1643612
PHR3694,Tizanidine Related Compound C,5391-52-6,100 mg,EUR 445,
PHR3695,Timolol Related Compound D,30165-97-0,40 mg,EUR 356,
PHR3696,Tinidazole Related Compound B,25459-12-5,50 mg,EUR 489,
PHR3697,Venlafaxine Related Compound A,93413-90-2,40 mg,EUR 356,
PHR3698,Voriconazole Related Compound B,137234-63-0,40 mg,EUR 534,
PHR3700,Zolmitriptan Related Compound E,251451-30-6,50 mg,EUR 613,1727064
PHR3705,Clarithromycin Impurity D,101666-68-6,40 mg,EUR 489,
PHR3706,Pyrethrum extract,8003-34-7,50 mg,EUR 146,
PHR3709,Cinacalcet Related Compound D,1217809-88-5,100 mg,EUR 732,
PHR3710,Ethambutol Related Compound B,134566-79-3, ,EUR 471,1257029
PHR3711,Gatifloxacin Related Compound A,616205-76-6,50 mg,EUR 534,
PHR3712,Gatifloxacin Related Compound D,112811-57-1,50 mg,EUR 312,
PHR3715,2-(4-isobutyrylphenyl)propanamide,1823308-53-7,50 mg,EUR 471,
PHR3716,Flurazepam Related Compound F,2886-65-9,100 mg,EUR 684,
PHR3717,Medroxyprogesterone Acetate Related Compound A,,50 mg,EUR 732,
PHR3718,Perphenazine Related Compound B,3533-97-9,50 mg,EUR 445,
PHR3719,Moexipril Related Compound B,103733-51-3,50 mg,EUR 431,1445619
PHR3720,Clomipramine Related Compound A,2305824-51-3,50 mg,EUR 566,1140258
PHR3721,Clomipramine Related Compound C,2095-42-3,50 mg,EUR 534,
PHR3724,Rotigotine Racemate,102120-99-0,, ,
PHR3725,Rotigotine Related Compound H,1148154-91-9, ,EUR 472,
PHR3728,Meclizine Related Compound B,,50 mg,EUR 445,
PHR3729,Perphenazine sulfoxide,10078-25-8,50 mg,EUR 472,1511203
PHR3730,Nebivolol Related Compound D,793669-26-8,100 mg,EUR 534,
PHR3731,Ciprofloxacin Impurity B (Ph. Eur.),93107-11-0, ,EUR 472,
PHR3733,Methyl palmitoleate,1120-25-8,100 mg,EUR 391,1431625
PHR3734,Methyl linolenate,301-00-8,100 mg,EUR 391,1430349
PHR3735,Methapyrilene HCl,135-23-9,1 g,EUR 244,
PHR3736,Oxiconazole Related Compound C,98164-08-0,40 mg,EUR 489,
PHR3737,Enanthic Acid,111-14-8,, ,1235398
PHR3740,Sodium cyclamate,139-05-9,500 mg,EUR 169,1613860
PHR3741,Lovastatin EP Impurity B,75225-51-3,50 mg,EUR 445,
PHR3742,Clomiphene Related Compound A,74056-26-1,150 mg,EUR 489,
PHR3743,Famciclovir Related Compound A,246021-75-0,50 mg,EUR 684,
PHR3744,Famciclovir Related Compound B,, ,EUR 471,1269185
PHR3745,Rotigotine Related Compound K,51927-48-1,50 mg,EUR 489,
PHR3746,Lufenuron Related Compound B,,50 mg,EUR 519,1370724
PHR3747,Lufenuron Related Compound C,, ,EUR 519,1370735
PHR3748,Lufenuron Related Compound G,,50 mg,EUR 566,1370780
PHR3749,D-Valacyclovir,142963-60-8,50 mg,EUR 445,
PHR3750,Sulconazole Related Compound A,77279-29-9,50 mg,EUR 445,
PHR3751,Nebivolol Related Compound C,876514-31-7,50 mg,EUR 613,1457877
PHR3752,Rabeprazole Related Compound B,924663-38-7,50 mg,EUR 566,1598031
PHR3753,Iopamidol Related Compound A,60166-98-5,100 mg,EUR 445,
PHR3754,Levocetirizine Amide,909779-33-5,150 mg,EUR 684,
PHR3756,Tioconazole Related Compound B,61675-62-5,50 mg,EUR 534,
PHR3759,N-Demethylazithromycin,172617-84-4, ,EUR 613,1046089
PHR3760,Lovastatin Impurity F,,, ,
PHR3761,Penicillin G benzathine tetrahydrate,41372-02-5, ,EUR 231,1502009
PHR3762,Carvedilol Related Compound A,1198090-73-1,50 mg,EUR 586,1096633
PHR3764,o-Flutamide,151262-93-0,50 mg,EUR 489,
PHR3772,Dipyridamole,58-32-2,400 mg,EUR 156,
PHR3776,Goserelin Acetate,145781-92-6, ,EUR 566,1297205
PHR3777,Montelukast dicyclohexylamine,577953-88-9,300 mg,EUR 471,1446815
PHR3778,Nifedipine Nitrophenylpyridine Analog,67035-22-7, ,EUR 519,1463600
PHR3780,Paricalcitol,131918-61-1,, ,
PHR3782,Salidroside,10338-51-9,50 mg,EUR 425,
PHR3784,Terbutaline Related Compound D,94109-61-2, ,EUR 472,1643521
PHR3786,Prochlorperazine Related Compound A,1346602-34-3,50 mg,EUR 659,1566045
PHR3787,Norelgestromin,53016-31-2, ,EUR 349,
PHR3788,Rabeprazole Impurity I,924663-37-6,100 mg,EUR 755,
PHR3789,Polysorbate 20,9005-64-5,5 x 1 g,EUR 174,
PHR3789,Polysorbate 20,9005-64-5,5 x 1 g,EUR 174,
PHR3790,Polysorbate 80,9005-65-6,5 x 1 g,EUR 156,
PHR3790,Polysorbate 80,9005-65-6,5 x 1 g,EUR 156,
PHR3792,Atovaquone Related Compound A,137732-39-9,50 mg,EUR 534,
PHR3793,Carglumic Acid Related Compound A,,60 mg,EUR 267,
PHR3795,Benzalkonium Chloride (4% aqueous solution),,5.2 mL,EUR 118,1050993
PHR3797,Polysorbate 60,9005-67-8,5 x 1 g,EUR 156,
PHR3798,Deoxyadenosine monohydrate,958-09-8,100 mg,EUR 312,
PHR3799,Deoxyguanosine monohydrate,961-07-9, ,EUR 565,
PHR3800,5-Methyluridine,1463-10-1,100 mg,EUR 244,
PHR3801,Deoxyuridine,,100 mg,EUR 489,
PHR3802,Cytidine,65-46-3,100 mg,EUR 489,
PHR3803,Deoxycytidine,,50 mg,EUR 312,
PHR3804,2′-0-Methylcytidine,2140-72-9,100 mg,EUR 445,
PHR3806,5-Methylcytidine,,100 mg,EUR 312,
PHR3814,Tizanidine Related Compound B,173532-15-5,100 mg,EUR 660,
PHR3815,Eplerenone,107724-20-9,250 mg,EUR 165,
PHR3816,Tenofovir Disoproxil Related Compound B,1446486-33-4,50 mg,EUR 566,1643623
PHR3818,Isoflupredone Acetate,338-98-7, ,EUR 384,1348907
PHR3819,Carglumic Acid,1188-38-1,400 mg,EUR 178,
PHR3820,Norepinephrine Bitartrate,108341-18-0, ,EUR 142,1468501
PHR3826,Triethylene Glycol,112-27-6, ,EUR 184,
PHR3830,Dibucaine Hydrochloride,61-12-1, ,EUR 156,1187003
PHR3831,"5-[4-(Azidomethyl)[1,1-biphenyl]-2-yl]-2H-tetrazole",152708-24-2, ,EUR 565,
PHR3835,Methyl Tricosanoate,2433-97-8, ,EUR 156,1438205
PHR3837,Methyl Ricinoleate,141-24-2, ,EUR 165,1437392
PHR3838,Methylene Blue,122965-43-9,1 g,EUR 165,
PHR3842,Dobutamine Hydrochloride,49745-95-1,400 mg,EUR 178,
PHR3846,Atropine,51-55-8, ,EUR 160,1044990
PHR3849,Gatifloxacin,, ,EUR 160,1288408
PHR3852,Sertraline Hydrochloride(Racemic Mixture),, ,EUR 566,1612517
PHR3858,Atorvastatin Related Compound A,433289-83-9, ,EUR 563,1044527
PHR3859,Perindopril Related Compound B,1418095-48-3,40 mg,EUR 472,
PHR8604,Losartan Related Compound B,1006062-27-6,, ,
PHR8605,Losartan Related Compound C,114798-36-6,, ,
PHR8608,Loxapine Related Compound A,3454-96-4,, ,
PHR8610,Metaxalone Related Compound A,2514685-36-8,, ,
PHR8611,Metaxalone Related Compound B,66766-07-2,, ,
PHR8612,Metaxalone Related Compound C,805972-34-3,, ,
PHR8614,Norfloxacin Related Compound E,75001-78-4,, ,
PHR8701,Desacetyl Diltiazem HCl,75472-91-2,100 mg,EUR 566,
PHR8704,Dorzolamide Related Compound B,,30 mg,EUR 534,1225317
PHR8705,Dorzolamide Related Compound D,164455-27-0,50 mg,EUR 712,1225306
PHR8709,Fosinopril Related Compound A,95399-71-6,, ,
PHR8711,Fosinopril related compound H,46348-61-2,50 mg,EUR 566,
PHR8715,Ketamine Related Compound A,6740-87-0,100 mg,EUR 731,1356020
PHR8717,Ketorolac Tromethamine Impurity D,1391053-45-4,, ,
PHR8718,Ketorolac Related Compound A,75472-91-2,, ,
PHR8719,Ketorolac Tromethamine Impurity G,1391051-90-3,, ,
PHR8720,Ketorolac Tromethamine Impurity H,,100 mg,EUR 534,
PHR8721,Ketorolac Impurity J,108061-03-6,100 mg,EUR 534,
PHR8722,Ketorolac Related Compound C,113502-52-6,, ,
PHR8723,Ketorolac Isopropyl Ester,,100 mg,EUR 565,
PHR8727,"Ethyl 5-benzoyl-1-hydroxy-2,3-dihydropyrrolizine-1-carboxylate",,, ,
PHR8728,"Isopropyl 5-benzoyl-1-hydroxy-2,3-dihydropyrrolizine-1-carboxylate",,, ,
PHR8729,Lamotrigine Related Compound C,252186-78-0,20 mg,EUR 395,1356789
PHR8730,Lamotrigine Related Compound D,252186-79-1,20 mg,EUR 500,
PHR8731,Lamivudine Impurity D,,50 mg,EUR 712,
PHR8734,Methotrexate Related Compound E,70844-48-3,, ,
PHR8735,R-Methotrexate,51865-79-3,, ,
PHR8736,Mirtazapine Related Compound B,155172-12-6,50 mg,EUR 653,1444235
PHR8737,Mirtazapine Related Compound D,191546-97-1,100 mg,EUR 534,1444252
PHR8738,Modafinil CIV,68693-11-8,500 mg,EUR 235,1445404
PHR8739,Modafinil Related Compound A,63547-24-0,50 mg,EUR 445,
PHR8740,Modafinil Related Compound B,118779-53-6,50 mg,EUR 445,
PHR8743,"2,2′-Bisnaloxone",51481-60-8,50 mg,EUR 712,
PHR8744,3-O-Methylnaloxone,70866-64-7,50 mg,EUR 395,
PHR8745,Naltrexone,16590-41-3,500 mg,EUR 267,1453504
PHR8746,Hydromorphone N-Oxide Hydrochloride,,, ,
PHR8749,Orlistat Related Compound A,104872-06-2,, ,
PHR8751,Mirtazapine Related Compound A,61337-68-6,50 mg,EUR 534,
PHR8765,Tacrolimus Impurity F,1393890-33-9,, ,
PHR8767,Tacrolimus Impurity C,,, ,
PHR8772,Temazepam Related Compound F,3294-96-0,, ,
PHR8773,Temazepam Related Compound G,93329-92-1,, ,
PHR8775,Methylnaltrexone bromide,73232-52-7,, ,
PHR8800,Oxycodone Related Compound A,508-54-3,25 mg,EUR 472,
PHR8801,Oxycodone Related Compound B,71539-52-1, ,EUR 586,
PHR8802,Oxycodone,76-42-6,200 mg,EUR 141,1485191
PHR8803,Oxymorphone Related Compound A,, ,EUR 356,
PHR8804,Oxymorphone,76-41-5,500 mg,EUR 267,
PHR8807,Testosterone Enanthate Related Compound B,,100 mg,EUR 566,1648026
PHR8811,Testosterone Related Compound A,63-05-8,50 mg,EUR 519,
PHR8813,Tramadol related compound A,73806-49-2,50 mg,EUR 472,
PHR8814,Tropicamide Related Compound D,103-82-2,30 mg,EUR 356,1699049
PHR8815,Verapamil Impurity B,13078-76-7,, ,
PHR8822,Nordazepam,1088-11-5,100 mg,EUR 471,1468400
PHR8831,Diacetylmorphine Hydrochloride,1502-95-0,, ,
PHR8833,Phenylpropanolamine Hydrochloride,154-41-6,500 mg,EUR 169,1534005
PHR8836,Prazepam,2955-38-6,500 mg,EUR 178,1554501
PHR8846,Ephedrine Hydrochloride,50-98-6,250 mg,EUR 178,
PHR8851,Meprobamate,57-53-4,, ,
PHR8853,Methyltestosterone,58-18-4,500 mg,EUR 267,1438001
PHR8857,Dihydrocodeine Bitartrate,5965-13-9,200 mg,EUR 178,1200804
PHR8865,Secobarbital,76-73-3,50 mg,EUR 142,1611004
PHR8868,Butalbital,77-26-9,500 mg,EUR 282,1081002
PHR8877,"5-Methoxy-2-(4-methoxy-3,5-dimethylpyridin-2-yl)-1H-benzimidazole",,100 mg,EUR 712,
PHR8878,Fluticasone Related Compound B,219719-95-6,, ,
PHR8880,Fluticasone Propionate Impurity E,,50 mg,EUR 650,
PHR8882,Clindamycin Impurity C,16684-06-3,, ,
PHR8883,Clindamycin Impurity D,26389-84-4,, ,
PHR8884,Clindamycin Impurity E,1440605-51-5,, ,
PHR8885,Clindamycin Impurity F,1440605-46-8,, ,
PHR8886,Triacetylclindamycin,,100 mg,EUR 755,
PHR8887,Verapamil Impurity A,63434-11-7,, ,
PHR8888,Verapamil Impurity M,190850-50-1, ,EUR 659,
PHR8889,Verapamil Impurity N,2086274-75-9,, ,
PHR8890,Verapamil Impurity P,2086275-13-8,100 mg,EUR 1060,
PHR8891,Diisopropylhomoveratrylcyanide,,100 mg,EUR 595,
PHR8894,"Lisinopril R,S,S-diketopiperazine",219677-82-4, ,EUR 613,
PHR8899,Citalopram Related Compound B,1332724-03-4,50 mg,EUR 756,
PHR8903,2-(3-Indolylmethyl)-L-tryptophan,, ,EUR 376,
PHR8910,Noroxymorphone hydrochloride,52446-24-9,75 mg,EUR 741,1473002
PHR8914,Warfarin Related Compound A,37209-23-7,100 mg,EUR 267,1719102
PHR8915,Norscopolamine,4684-28-0,30 mg,EUR 472,1473400
PHR8917,"(5E,7E)-9,10-Secocholesta-5,7,10(19)-trien-3beta-ol",67-97-0,40 mg,EUR 1340,
PHR8923,Doxepin Related Compound C,2887-91-4,50 mg,EUR 500,1225533
PHR8924,Doxepin Related Compound B,4504-88-5,100 mg,EUR 542,1225522
PHR8925,Human Insulin,11061-68-0,100 mg,EUR 164,
PHR8927,Heparin sodium,9041-08-1,10 mg,EUR 142,
PHR8928,Bromazepam,1812-30-2,200 mg,EUR 282,1076465
PHR8929,Carisoprodol,78-44-4,, ,
PHR8931,"Lisinopril S,S,S-diketopiperazine",328385-86-0,50 mg,EUR 659,
PHR8936,Benazepril Related Compound A,215447-89-5,50 mg,EUR 544,1048620
PHR8937,Benazepril Related Compound B,86541-77-7,30 mg,EUR 651,1048630
PHR8940,"21-(Cyclohexylidene)pregn-4-ene-3,20-dione",,100 mg,EUR 870,1567999
PHR8942,Hydromorphone HCl,71-68-1,50 mg,EUR 208,1323000
PHR8944,"4-Amino-1-[(2R,3S,5S)-2-(hydroxymethyl)-1,3-oxathiolan-5-yl]pyrimidin-2(1H)-one S-oxide",,50 mg,EUR 1110,
PHR8947,Baclofen Related Compound A,22518-27-0,100 mg,EUR 542,1048222
PHR8949,"1-(3-Indolylmethyl)-1,2,3,4-tetrahydro-b-carboline-3-carboxylic acid",,25 mg,EUR 2830,
PHR8958,Chlordiazepoxide Hydrochloride CIV,438-41-5,500 mg,EUR 312,1110009
PHR8959,Chlordiazepoxide,58-25-3,500 mg,EUR 236,1109000
PHR8960,Clonazepam,1622-61-3,500 mg,EUR 472,1140305
PHR8969,Diphenoxylate HCl,3810-80-8,, ,
PHR8973,Exemestane Related Compound C,897-06-3,, ,
PHR8974,Fentanyl Related Compound C,21409-26-7,20 mg,EUR 425,1269957
PHR8975,Fentanyl related compound G,3258-84-2,20 mg,EUR 660,
PHR8977,Fentanyl Citrate,990-73-8,200 mg,EUR 236,1270005
PHR8978,Flurazepam HCl,1172-18-5,, ,
PHR8980,Hydrocodone,34195-34-1,25 mg,EUR 178,1314960
PHR8981,Hydrocodone bitartrate salt hemi(pentahydrate),34195-34-1,100 mg,EUR 235,1315001
PHR8982,Hydrocodone Related Compound A,847-86-9,100 mg,EUR 534,
PHR8988,Morphine Related Compound A,639-46-3,25 mg,EUR 566,1448016
PHR8989,Morphine related compound B,125-24-6,25 mg,EUR 472,1448027
PHR8991,Nandrolone,434-22-0,, ,
PHR8992,Norethindrone Related Compound B,734-32-7,, ,
PHR8998,Oxycodone HCl,124-90-3,, ,
PHR8999,Oxycodone Related Compound C,467-13-0,30 mg,EUR 565,1485238
RTC000075,Acetaldehyde,75-07-0,20 mL,EUR 172,1002811
RTC000076,Methanol,67-56-1,20 mL,EUR 128,1424109
RTC000078,Acetone,67-64-1,20 mL,EUR 160,1006801
RTC000080,Acetonitrile,75-05-8,20 mL,EUR 128,1601340
RTC000081,"1,2-Dichloroethane",107-06-2,20 mL,EUR 342,1601180
RTC000083,tert-Butyl Methyl Ether,1634-04-4,20 mL,EUR 391,1083303
RTC000083,tert-Butyl Methyl Ether,1634-04-4,20 mL,EUR 391,1083303
RTC000084,Hexane,110-54-3,20 mL,EUR 128,1601601
RTC000086,Methyl Ethyl Ketone,78-93-3,20 mL,EUR 180,1430101
RTC000087,Ethyl Acetate,141-78-6,20 mL,EUR 128,1265402
RTC000088,Tetrahydrofuran,109-99-9,20 mL,EUR 128,1601770
RTC000089,Cyclohexane,110-82-7,20 mL,EUR 128,1601408
RTC000089,Cyclohexane,110-82-7,20 mL,EUR 128,1601408
RTC000090,Isopropyl acetate,108-21-4,20 mL,EUR 128,1350104
RTC000091,Heptane,142-82-5,20 mL,EUR 180,1304209
RTC000092,1-Butanol,71-36-3,20 mL,EUR 128,1081807
RTC000093,"1,4-Dioxane",123-91-1,20 mL,EUR 128,1601521
